row_insert_order,PreviousDayDate,Symbol_Input,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,totalCash,totalCashPerShare,ebitda,totalDebt,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,profitMargins,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,trailingPE,forwardPE,symbol,shortName,longName,industry,sector,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,Today_Growth,Calculated_Score,Score_Recommendation,Conservative_Invs_Recom,Conservative_Invs_Reson,Growth_Invs_Recom,Growth_Invs_Reson,Momentum_Invs_Recom,Momentum_Invs_Reson
882907,2026-01-21 19:32:31,AUTOIND.BO,940,,,,,,86400,2,71.0,69.91,74.4,,,1379548800,0.0,,-0.945,548,548,7474,0.04617,0.05782,-690188352,499531008,76.0672,0.0,0.0,5791323136,17295701,45375401,0.63746,0.0,45375401,37.879,1.9493649,-0.435,2.67,,-0.27047914,1.0,1379548800,BSE,EQUITY,93000000,2.041,666432000,2657700096,2487,2487,3350519296,63.0,105.35,0.4953917,72.8196,0.378,0.789,6763374080,153.954,158.443,-0.44,0.108,0.33001998,0.09854,0.06774,0.01638,70.8,71.0,69.91,74.4,70.8,27.655428,,AUTOIND.BO,AUTOLINE INDUSTRIES LTD.,Autoline Industries Limited,Auto Parts,Consumer Cyclical,73.84,,,,,,none,,4.29,1.8,Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
882908,2026-01-21 19:32:31,AVADHSUGAR.BO,832,,,,,,86400,2,310.1,307.75,314.4,10.0,3.22,1752624000,0.3157,1.66,0.367,635,635,1947,0.057129998,0.059720002,1119408640,3448654080,451.2275,0.0,0.0,12096176128,5459365,20018420,0.71621,0.01475,20018420,530.749,0.5890731,,31.69,,-0.29273576,10.0,1752624000,BSE,EQUITY,36581000,1.832,2308453888,5939871744,1495,1495,6258758656,307.75,586.35,0.23350617,369.277,0.117,1.264,26803396608,56.04,1339.994,,0.057,0.18972999,0.08613,0.0044299997,0.023659999,310.1,310.1,307.75,314.4,310.1,9.865888,,AVADHSUGAR.BO,AVADH SUGAR & ENERGY LIMITED,Avadh Sugar & Energy Limited,Confectioners,Consumer Defensive,312.65,,,,,,none,,0.82,3.8,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,None,None,Hold,Trading near its 52-week low (bearish momentum)
882909,2026-01-21 19:32:31,AVAILFC.BO,3,,,,,,86400,2,146.05,146.05,151.0,,,,0.0,,-0.586,8440,8440,7184,0.09458999,0.094610006,,1508350,178.5295,0.0,0.0,1534102144,2671253,10203700,0.75041,0.0,10203700,1237.341,0.12033869,0.455,111.28,,-0.47914863,,,BSE,EQUITY,1570000,0.154,,0,5856,5856,1519330816,145.4,298.0,261.6198,155.513,263.764,263.996,5807400,,0.569,0.455,0.045,1.0,0.0,0.65229,195.51021,150.5,146.05,146.05,151.0,150.5,1.3380661,,AVAILFC.BO,AVAILABLE FINANCE LTD.,Available Finance Limited,Credit Services,Financial Services,148.9,,,,,,none,,-1.06,2.9,Hold,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,Hold,Highly Profitable with margins > 20%,Hold,Trading near its 52-week low (bearish momentum)
882910,2026-01-21 19:32:31,AVALON.BO,1142,,,,,,86400,2,850.3,835.0,858.75,,,,0.0,,0.431,8757,8757,20013,0.07036,0.14425999,-923477504,-38460000,917.4075,0.0,0.0,58159480832,29590456,66758975,0.54767,0.25792,66758975,97.598,8.664624,0.429,13.06,21.06169,0.16603315,,,BSE,EQUITY,683619968,10.263,1369939968,1631200000,14156,14156,56454729728,599.25,1316.2,4.2466,924.178,1.002,2.138,13294100480,25.091,200.218,0.429,0.391,0.3444,0.10305,0.07777,0.06579,858.9,850.3,835.0,858.75,858.9,64.75115,40.1511,AVALON.BO,Avalon Technologies Limited,Avalon Technologies Limited,Electronic Components,Technology,845.65,1330.0,650.0,1042.0769,1100.0,2.64286,hold,13,-1.54,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
882911,2026-01-21 19:32:31,AVANCE.BO,8,,,,,,86400,4,1.28,1.28,1.28,,,,0.0,,0.881,1808188,1808188,19231331,0.0013,0.00322,-302141344,-1614471040,1.4439,0.0,0.0,3737229824,1251005830,1981917430,0.060289998,0.0,1981917431,1.926,0.6645898,,0.01,,0.67499995,,,BSE,EQUITY,86157000,0.043,,1167618048,1800424,1800424,2536854272,0.52,3.15,1.5903765,1.4108,0.66,1.588,1595128064,30.584,0.805,,-0.064,-0.00059,0.0,-0.018480001,0.0077100005,1.34,1.28,1.28,1.28,1.34,128.0,,AVANCE.BO,AVANCE TECHNOLOGIES LTD.,Avance Technologies Limited,Information Technology Services,Technology,1.28,,,,,,none,,-4.48,1.0,Strong Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,None,None,Hold,No strong momentum
882912,2026-01-21 19:32:31,AVANTEL.BO,332,,,,,,86400,2,136.7,133.3,140.05,0.2,0.14,1749686400,0.105900005,0.27,-0.465,232283,232283,151383,0.09552,0.12936,-715599488,329601984,152.47125,0.2,0.0014471781,39118114816,155111291,265466930,0.45534,0.00449,265466930,11.379,11.82002,-0.814,1.89,,-0.004681289,0.2,1749686400,BSE,EQUITY,495630016,1.743,644990976,306900000,109869,109869,35705303040,95.05,215.0,15.710314,154.848,2.386,3.664,2272730112,9.483,13.602,-0.839,-0.284,0.61425996,0.2838,0.118389994,0.14813,138.2,136.7,133.3,140.05,138.2,71.164024,,AVANTEL.BO,AVANTEL LTD.,Avantel Limited,Communication Equipment,Technology,134.5,,,,,,none,,-2.68,2.2,Buy,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),None,None,Hold,No strong momentum
882913,2026-01-21 19:32:31,AVANTIFEED.BO,1294,,,,,,86400,2,783.75,739.15,783.75,9.0,1.15,1754524800,0.1982,1.18,-0.278,25750,25750,65107,0.11137,0.20798999,7055870464,8679480320,760.437,0.0,0.0,83289538560,39595244,136245630,0.70935994,0.07419,136245631,220.94,3.383724,0.349,45.4,45.9,0.16674101,9.0,1754524800,BSE,EQUITY,27629070336,202.777,7432709120,150127008,49185,49185,101857230848,582.0,965.0,1.705324,816.509,3.856,4.61,59728957440,0.441,438.426,0.349,0.188,0.2635,0.12444,0.11092,0.10356,784.05,783.75,739.15,783.75,784.05,16.466959,16.28758,AVANTIFEED.BO,AVANTI FEEDS LTD.,,Packaged Foods,Consumer Defensive,747.6,830.0,817.0,823.5,823.5,2.33333,buy,2,-4.65,3.7,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Hold,No strong momentum
882914,2026-01-21 19:32:31,AVG.BO,577,,,,,,86400,2,157.05,152.75,157.2,1.2,0.76,1758585600,0.0861,,-0.858,451,451,1571,0.06315,0.088149995,-547208256,191140992,236.3465,0.0,0.0,5070654976,5515336,15057720,0.58612996,0.012259999,15076363,170.196,0.9013137,-0.055,13.94,,-0.5209091,1.2,1758585600,BSE,EQUITY,111288000,7.38,673283968,2797870080,827,827,2312713984,152.75,340.0,0.41431525,183.242,1.441,1.695,5582014976,109.016,374.515,-0.145,0.033,0.23941,0.120620005,0.087629996,0.037249997,158.1,157.05,152.75,157.2,158.1,11.004304,,AVG.BO,AVG Logistics Limited,AVG Logistics Limited,Integrated Freight & Logistics,Industrials,153.4,,,,,,none,,-2.97,3.4,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,None,None,Hold,Trading near its 52-week low (bearish momentum)
882915,2026-01-21 19:32:31,AVI.BO,5,,,,,,86400,2,16.06,16.06,16.06,,,,0.0,,-0.122,3973,3973,24520,0.14031,0.47536,-17477500,17467000,16.46395,0.0,0.0,69067224,2380749,4090700,0.33631,0.0,4090700,19.461,0.8252402,61.334,7.47,,0.40248966,,,BSE,EQUITY,36000,0.009,27816000,0,19615,19615,65696640,9.89,34.57,0.22267029,21.9488,1.192,1.799,295040000,,71.253,61.333,2091.482,0.10012,0.094280005,0.098079994,0.103590004,16.9,16.06,16.06,16.06,16.9,2.149933,,AVI.BO,Avi Polymers Ltd.,AVI Polymers Limited,Specialty Chemicals,Basic Materials,16.06,,,,,,none,,-4.97,3.8,Underperform,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
882916,2026-01-21 19:32:31,AVL.BO,2410,,,,,,86400,2,452.0,452.0,481.6,1.1,0.23,1751932800,0.1321,0.45,-0.314,12601,12601,16841,0.10571,0.183,-811840512,37729000,466.6205,0.0,0.0,64278859776,55085309,129138050,0.55547,0.37265,129138051,49.726,9.63882,0.042,8.33,12.77143,-0.012034416,1.1,1751932800,BSE,EQUITY,1024800000,7.976,1883686016,4125600000,5038,5038,61895864320,328.25,598.1,2.5866716,508.575,0.277,2.288,23928768512,64.573,185.747,0.032,0.217,0.15666,0.07872,0.05331,0.04517,476.15,452.0,452.0,481.6,476.15,57.539013,37.52908,AVL.BO,Aditya Vision Limited,Aditya Vision Limited,Specialty Retail,Consumer Cyclical,479.3,675.0,550.0,630.1429,651.0,1.0,strong_buy,7,0.66,2.5,Buy,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
882917,2026-01-21 19:32:31,AVONMORE.BO,7,,,,,,86400,2,16.0,16.0,17.32,,,1188777600,0.0,,-0.159,3343,3343,19813,0.04243,0.0512,,-137742000,19.0311,0.0,0.0,5862199808,65557250,282184741,0.75688004,0.0,282184742,13.788,1.1720337,-0.746,0.49,,-0.28602153,0.5,1188777600,BSE,EQUITY,118400000,0.431,,255300000,14238,14238,4560105472,15.05,26.58,3.21298,17.7376,6.272,6.994,1419276032,5.155,5.279,-0.784,-0.318,0.48092,0.0,0.15139,0.09912,16.6,16.0,16.0,17.32,16.6,32.97959,,AVONMORE.BO,AVONMORE CAPITAL & MANAGEMENT,Avonmore Capital & Management Services Limited,Capital Markets,Financial Services,16.16,,,,,,none,,-2.65,1.4,Strong Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,None,None,Hold,Trading near its 52-week low (bearish momentum)
882918,2026-01-21 19:32:31,AVROIND.BO,58,,,,,,86400,2,144.3,123.95,144.3,,,,0.0,,-1.163,3748,3748,6326,0.043169998,0.06489,-163791744,-41257000,147.48276,0.0,0.0,1979026560,4888310,13311050,0.68182,0.0,13311050,65.724,1.991662,0.456,2.88,,-0.402485,,,BSE,EQUITY,43043000,3.241,108262000,234036000,9346,9346,1742416384,107.85,225.35,2.0230453,124.62,1.08,1.925,861283968,26.816,69.789,0.036,0.158,0.30395,0.1257,0.08497,0.04427,134.65,144.3,123.95,144.3,134.65,45.451385,,AVROIND.BO,Avro India Limited,Avro India Limited,"Furnishings, Fixtures & Appliances",Consumer Cyclical,130.9,,,,,,none,,-2.78,1.7,Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
882919,2026-01-21 19:32:31,AVTNPL.BO,357,,,,,,86400,2,64.0,63.0,64.0,0.7,1.09,1754438400,0.1737,1.05,0.003,1827,1827,39347,0.063319996,0.122959994,-95775752,176423008,68.08585,0.4,0.0062548867,9205267456,35678428,152284000,0.77233005,0.0,152284000,34.248,1.8590865,1.107,4.03,1.78,-0.1444816,0.4,1754438400,BSE,EQUITY,1568680960,10.265,878542976,1001652992,2577,2577,9695922176,51.0,83.91,1.5552044,67.469,1.152,2.678,6234500096,19.139,40.846,1.122,0.316,0.53072,0.14092,0.07625,0.09843001,63.95,64.0,63.0,64.0,63.95,15.799006,35.76966,AVTNPL.BO,AVT NATURAL PRODUCTS LTD.,AVT Natural Products Limited,Specialty Chemicals,Basic Materials,63.67,,,,,,none,,-0.44,3.7,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
882920,2026-01-21 19:32:31,AWFIS.BO,737,,,,,,86400,2,412.0,399.0,420.35,,,,0.0,,,13926,13926,16549,0.040349998,0.113450006,2120837504,4335529984,590.81323,0.0,0.0,42872832000,44612446,71509041,0.33462003,0.53643,71509041,69.949,5.7320337,-0.587,7.31,17.81667,-0.39914668,,,BSE,EQUITY,759070016,10.645,2888219904,14509700096,5172,5172,28671549440,399.0,718.0,2.109797,511.147,0.321,0.685,13589720064,290.895,191.334,-0.595,0.255,0.80607,0.21253,0.1013,0.03853,408.4,412.0,399.0,420.35,408.4,54.84952,22.504208,AWFIS.BO,Awfis Space Solutions Limited,,Rental & Leasing Services,Industrials,400.95,925.0,541.0,767.7143,780.0,1.28571,strong_buy,7,-1.82,1.0,Strong Buy,Hold,High Beta (more volatile),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
882921,2026-01-21 19:32:31,AWHCL.BO,10035,,,,,,86400,2,486.8,486.8,517.05,,,,0.0,,0.523,23524,23524,33419,0.05183,0.12913999,-611357120,1523902976,553.94275,0.0,0.0,19851954176,12225106,28369911,0.53039,0.06295,28371681,243.421,2.051795,0.129,30.71,25.3,-0.14952254,,,BSE,EQUITY,951798016,33.539,2086045056,4709305856,43864,43864,14170235904,407.5,692.05,1.430782,476.985,1.044,1.226,9903840256,54.786,349.219,0.129,0.165,0.60646,0.21063,0.110410005,0.08804,507.65,486.8,486.8,517.05,507.65,16.263433,19.741108,AWHCL.BO,Antony Waste Handling Cell Lim,Antony Waste Handling Cell Limited,Waste Management,Industrials,499.45,670.0,670.0,670.0,670.0,1.0,strong_buy,1,-1.62,2.5,Buy,Hold,Low Beta (less volatile than the market),Buy,Low Forward P/E (<20) indicates growth potential- Strong Revenue Growth (>10%),Hold,No strong momentum
882922,2026-01-21 19:32:31,AWL.BO,2772,,,,,,86400,2,209.65,205.35,210.45,,,,0.0,,-0.332,269965,269965,1448952,0.051760003,0.115059994,1042587520,19788800000,260.37424,0.0,0.0,265101885440,444432237,1295282995,0.65984,0.11218,1295282996,76.499,2.730101,-0.213,8.36,9.68905,-0.21369761,,,BSE,EQUITY,17916100608,13.837,22864900096,10959699968,654026,654026,270519844864,205.35,291.25,0.38794404,247.253,0.309,1.198,697316671488,11.063,539.114,-0.209,0.217,0.108509995,0.03279,0.033010002,0.015520001,210.1,209.65,205.35,210.45,210.1,24.98206,21.555262,AWL.BO,AWL AGRI BUSINESS LIMITED,AWL Agri Business Limited,Packaged Foods,Consumer Defensive,208.85,386.0,265.0,309.16666,295.0,2.16667,buy,6,-0.59,1.8,Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
882923,2026-01-21 19:32:31,AXELPOLY.BO,75,,,,,,86400,2,50.75,45.1,50.75,,,,0.0,,-0.128,2422,2422,9190,0.04536,0.10847,-14028375,70334000,45.28935,0.0,0.0,717634880,4295211,11001124,0.54271,0.0,11001124,17.875,2.6237762,,1.83,,0.02532947,,,BSE,EQUITY,24598000,2.888,54123000,318188000,11919,11919,515952736,27.72,60.0,1.1623254,48.336,0.278,1.28,443896992,209.011,52.193,,-0.227,0.2792,0.121929996,0.07476,0.03526,49.79,50.75,45.1,50.75,49.79,25.628416,,AXELPOLY.BO,AXEL POLYMERS LTD.,Axel Polymers Limited,Specialty Chemicals,Basic Materials,46.9,,,,,,none,,-5.8,1.8,Buy,Hold,Low Beta (less volatile than the market),None,None,Hold,No strong momentum
882924,2026-01-21 19:32:31,AXISBANK.BO,104453,1,1,7,10,1,86400,2,1293.05,1267.7,1297.3,1.0,0.08,1751587200,0.012,1.03,0.313,81340,81340,247054,0.01592,0.14004,,-864624771072,1181.1508,0.0,0.0,5554587566080,2802793664,3105367723,0.02497,0.67927,3105367723,643.264,1.9966142,-0.253,83.4,108.0,0.34718966,1.0,1751587200,BSE,EQUITY,872181923840,281.163,,2408414969856,238879,238879,3988379140096,934.0,1326.0,5.2632375,1263.549,,,757780578304,,244.632,-0.255,-0.06,0.0,0.0,0.41287,0.34296,1293.1,1293.05,1267.7,1297.3,1293.1,15.399879,11.892129,AXISBANK.BO,AXIS BANK LTD.,Axis Bank Limited,Banks - Regional,Financial Services,1284.35,1660.0,1180.0,1408.225,1405.0,1.55,buy,40,-0.68,3.4,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<2) indicates potential for growth,Buy,Low Forward P/E (<20) indicates growth potential- Highly Profitable with margins > 20%,Buy,Trading near its 52-week high (bullish momentum)
882925,2026-01-21 19:32:31,AXISCADES.BO,2891,,,,,,86400,2,1127.05,1116.2,1159.0,,,,0.0,,0.392,19351,19351,7601,0.06396,0.13741,-616204096,690406976,1296.2025,0.0,0.0,51769479168,16390632,42517389,0.59591997,0.00612,42517390,163.124,6.842647,0.871,20.8,,0.5982859,,,BSE,EQUITY,793454016,18.682,1375084032,2594918912,6103,6103,47457910784,638.8,1778.55,4.372932,1374.888,1.254,1.999,10852653056,37.084,255.606,0.874,0.131,0.29499,0.1267,0.1233,0.08231,1174.9,1127.05,1116.2,1159.0,1174.9,53.66346,,AXISCADES.BO,AXISCADES TECHNOLOGIES LIMITED,AXISCADES Technologies Limited,Engineering & Construction,Industrials,1116.2,,,,,,none,,-5.0,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
882926,2026-01-21 19:32:31,AXITA.BO,24,,,,,,86400,2,9.43,8.93,9.56,0.13,1.49,1724803200,0.0,,0.26,60334,60334,247000,,,,,9.4206,0.0,0.0,3607988224,215354984,347772501,0.43140998,0.0,347772501,1.989,4.4896936,,-0.04,,-0.14791286,0.1,1724803200,BSE,EQUITY,97426000,0.263,23669250,223334000,145852,145852,3105608704,8.0,13.42,0.6913247,10.446,,,4492257792,34.066,13.358,,-0.608,0.037249997,0.00527,0.05291,0.00494,9.39,9.43,8.93,9.56,9.39,,,AXITA.BO,Axita Cotton Limited,Axita Cotton Limited,Textile Manufacturing,Consumer Cyclical,8.93,,,,,,none,,-4.9,3.8,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),None,None,Hold,Trading near its 52-week low (bearish momentum)
882927,2026-01-21 19:32:31,AXTEL.BO,228,,,,,,86400,2,405.0,402.0,444.9,11.0,2.71,1754956800,0.8864,1.26,-0.187,3360,3360,11801,0.06489,0.16194001,574846080,700158784,465.1735,11.0,0.02710695,4525791232,4196607,16154800,0.69056,0.0,16154800,91.685,4.697606,0.716,12.42,,-0.14152741,6.0,1754956800,BSE,EQUITY,994233984,73.09,245188704,0,3911,3911,6957872640,370.5,550.0,4.019099,452.213,1.517,2.12,1731202048,,80.982,1.038,0.206,0.56192,0.14163,0.17773001,0.11572,405.8,405.0,402.0,444.9,405.8,34.67794,,AXTEL.BO,AXTEL INDUSTRIES LTD.,Axtel Industries Limited,Specialty Industrial Machinery,Industrials,430.7,,,,,,none,,6.14,2.9,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
882928,2026-01-21 19:32:31,AYMSYNTEX.BO,1440,,,,,,86400,2,146.0,146.0,150.0,,,,0.0,,0.297,352,352,4351,0.01698,0.00294,-580876032,824465984,198.65076,0.0,0.0,10833075200,12099924,58581091,0.78321,0.01303,58581091,98.132,1.5254961,,0.23,,-0.4267578,,,BSE,EQUITY,145700000,2.487,864036992,2382000128,1103,1103,8769589248,144.35,279.1,0.62023365,164.779,0.335,1.131,14139169792,41.435,239.229,,-0.135,0.45873,0.06111,0.00811,0.00104,146.75,146.0,146.0,150.0,146.75,650.86957,,AYMSYNTEX.BO,AYM Syntex Limited,AYM Syntex Limited,Textile Manufacturing,Consumer Cyclical,149.7,,,,,,none,,2.01,1.0,Strong Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,None,None,Hold,Trading near its 52-week low (bearish momentum)
882929,2026-01-21 19:32:31,AZAD.BO,1441,,,,,,86400,2,1463.65,1395.0,1463.65,,,,0.0,,-0.656,8509,8509,16679,0.06475,0.10235,-5180865024,-250110000,1613.1488,0.0,0.0,94495711232,27370537,64581743,0.55417997,0.22473,64640408,228.132,6.151044,0.558,17.87,26.586,-0.08679384,,,BSE,EQUITY,3559170048,54.905,1879020032,3124819968,10210,10210,90706649088,1128.4,1899.0,17.110361,1623.048,2.807,4.365,5301270016,21.146,84.898,0.423,0.306,0.8669,0.35445,0.28079,0.21045,1464.6,1463.65,1395.0,1463.65,1464.6,78.52546,52.78154,AZAD.BO,Azad Engineering Limited,Azad Engineering Limited,Specialty Industrial Machinery,Industrials,1403.25,2055.0,1600.0,1901.0,1900.0,1.4,strong_buy,5,-4.19,1.3,Strong Buy,Hold,Low Beta (less volatile than the market),Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,No strong momentum
882930,2026-01-21 19:32:31,B2BSOFT.BO,109,,,,,,86400,2,24.5,24.5,26.98,,,,0.0,,0.415,4201,4201,6773,0.03861,0.11012,15125625,21474000,30.48,0.0,0.0,61841744,3954129,10985400,0.70718,0.0,10985400,20.691,1.2561017,1.062,2.15,,-0.24470586,,,BSE,EQUITY,233664992,20.306,17397000,0,7237,7237,285510528,22.5,36.8,1.0564682,28.968,8.354,8.771,270249984,,23.358,1.115,0.232,0.25646,0.06437,0.08696,0.09222,25.68,24.5,24.5,26.98,25.68,12.088371,,B2BSOFT.BO,B2B SOFTWARE TECHNOLOGIES LTD.,B2B Software Technologies Limited,Information Technology Services,Technology,25.99,,,,,,none,,1.21,2.5,Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
882931,2026-01-21 19:32:31,BABA.BO,5,,,,,,86400,2,7.37,7.01,7.37,,,1282867200,0.0,,0.494,11088,11088,32577,0.01793,0.04559,-92342128,-129380000,8.36095,0.0,0.0,330843008,7187780,52500000,0.83833003,0.0,52500000,5.207,1.3539467,0.079,0.23,,-0.35913044,,,BSE,EQUITY,54927000,1.049,8918000,0,21665,21665,370125024,6.01,12.2,3.3335588,7.5592,7.371,9.201,111030000,,2.119,0.081,4.085,0.47652,0.08031999,0.089090005,0.10949001,7.37,7.37,7.01,7.37,7.37,30.652174,,BABA.BO,BABA ARTS LTD.,Baba Arts Limited,Entertainment,Communication Services,7.05,,,,,,none,,-4.34,1.7,Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<2) indicates potential for growth,Hold,Strong Revenue Growth (>10%),Hold,Trading near its 52-week low (bearish momentum)
882932,2026-01-21 19:32:31,BAFNAPH.BO,406,,,,,,86400,2,113.2,111.0,113.2,,,1379548800,0.0,,0.14,4,4,2425,0.048010003,0.100839995,-213874624,154406000,110.77095,0.0,0.0,3085363200,3343880,23656335,0.90224,0.0,23656336,38.536,2.8804235,0.194,3.71,,0.43251538,,,BSE,EQUITY,2544000,0.107,160370000,324028000,330,330,2625853184,67.8,204.95,1.844778,156.064,0.686,1.674,1423398016,35.519,60.159,0.189,-0.12,0.32509,0.112670004,0.07921,0.06163,116.75,113.2,111.0,113.2,116.75,29.919138,,BAFNAPH.BO,BAFNA PHARMACEUTICALS LTD.,,Drug Manufacturers - Specialty & Generic,Healthcare,111.0,,,,,,none,,-4.93,2.1,Buy,Hold,Low Beta (less volatile than the market),None,None,Hold,No strong momentum
882933,2026-01-21 19:32:31,BAGFILMS.BO,14,,,,,,86400,2,5.97,5.62,5.97,,,1218153600,0.0,,-0.122,11093,11093,18849,0.03475,0.04837,-81100872,109631000,6.71935,0.0,0.0,2979979520,69363699,197918090,0.61085,0.0,197918090,8.819,0.64859957,-0.285,0.28,,-0.3151796,0.2,1218153600,BSE,EQUITY,29000000,0.161,265348000,1329844992,12263,12263,1132091520,5.34,9.06,0.8073203,6.3688,0.464,1.764,1402283008,60.33,7.118,-0.5,0.037,0.97213,0.18923001,0.069,0.046279997,5.91,5.97,5.62,5.97,5.91,20.42857,,BAGFILMS.BO,B.A.G.FILMS & MEDIA LTD.,B.A.G. Films and Media Limited,Broadcasting,Communication Services,5.72,,,,,,none,,-3.21,1.8,Buy,Hold,Low Beta (less volatile than the market)- Price-to-Book ratio (<1) indicates undervalued assets,None,None,Hold,Trading near its 52-week low (bearish momentum)
882934,2026-01-21 19:32:31,BAIDFIN.BO,243,,,,,,86400,2,10.12,9.8,10.23,0.1,0.96,1756944000,0.0704,,-0.208,12936,12936,16333,0.03672,0.09369001,,-22044000,11.0816,0.0,0.0,3804721920,30740961,150085375,0.64445996,0.0,150085375,15.942,0.62790114,1.325,1.4,,-0.26980728,0.1,1756944000,BSE,EQUITY,143408992,1.197,,2722899968,11461,11461,1502354688,9.08,14.5,2.479043,10.6896,20.925,21.007,606022016,142.612,5.05,1.375,0.361,0.70661,0.0,0.38092998,0.27947,10.23,10.12,9.8,10.23,10.23,7.15,,BAIDFIN.BO,BAID FINSERV LIMITED,Baid Finserv Limited,Credit Services,Financial Services,10.01,,,,,,none,,-2.15,4.1,Underperform,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%)- Price-to-Book ratio (<1) indicates undervalued assets,Hold,Strong Revenue Growth (>10%)- Highly Profitable with margins > 20%,Hold,Trading near its 52-week low (bearish momentum)
882935,2026-01-21 19:32:31,BAJAJ-AUTO.BO,5598,10,5,9,1,8,86400,2,9112.85,9074.65,9250.0,210.0,2.29,1750377600,0.70489997,2.47,0.713,5493,5493,17887,0.14689,0.25572002,28964837376,-17424799744,8675.869,0.0,0.0,2693129830400,110381858,279222312,0.59925,0.15758,279222312,1223.784,7.5025897,0.532,298.24,384.75778,0.08459008,210.0,1750377600,BSE,EQUITY,64727900160,231.821,135333896192,195646095360,26676,26676,2563693608960,7088.25,9883.3,4.586234,9149.746,0.425,0.94,558997569536,57.257,2002.747,0.527,0.195,0.3367,0.24209999,0.24033001,0.14902,9176.5,9112.85,9074.65,9250.0,9176.5,30.785776,23.863195,BAJAJ-AUTO.BO,BAJAJ AUTO LTD.,Bajaj Auto Limited,Auto Manufacturers,Consumer Cyclical,9181.55,12584.0,7980.0,9775.25,9781.5,2.53659,hold,40,0.06,2.9,Hold,Buy,Low Beta (less volatile than the market)- Pays a good dividend (>3%),Hold,Strong Revenue Growth (>10%),Hold,No strong momentum
